fecha_carga;Nombre_encuestador;Fecha_encuesta;Datos_muestra;Escuela ;Especialidad;Turno;Año;Curso;Sexo;Edad;Diabetes;Celiaco;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Desayuno];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Almuerzo];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Merienda];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Cena];Alimento Fuente [Azúcares/Hidratos de carbono];Alimento Fuente [Proteínas];Alimento Fuente [Aceites];Alimento Fuente [Fibras];Lees_información_nutricional_de_envases;Entendes_que_significan;De_que_envases_provienen;Grupo_alimentario;consumiste_alcohol;consumiste_alcohol_este_anio;consumiste_alcohol_este_mes;consumiste_alcohol_esta_semana;tuviste_un_exceso_de_alcohol;como_te_sentis_con_tu_pes;como_te_sentis_en_funcion_del_peso;Tipo_frecuencia_actividades_físicas_Deportes;Tipo_frecuencia_actividades_físicas_Danza;Tipo_frecuencia_actividades_físicas_Gimnasio;Tipo_frecuencia_actividades_físicas_Caminatas;Tipo_frecuencia_actividades_físicas_Otras;Observaciones
04/12/2017 09:53:47;fiordelli_emilse;22/11/2017;EcE_19;ESRN 107;EDU;Mañana;4;1;Femenino;16;No;No;09:20:00;pan_con_queso;te;12:00:00;hamburguesa;gaseosa;16:30:00;rosuitas;te;22:00:00;bife_con_pure_y_ensalada;gseosa_agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;Nunca;Entiendo en partes;Arroz;No contesta;Sí;Sí;Sí;Sí;Sí;4;10;Martes, Jueves;;Lunes, MIércoles;;;
04/12/2017 09:58:03;fiordelli_emilse;22/11/2017;EcE_20;ESRN 107;EDU;Mañana;4;1;Masculino;16;No;No;07:00:00;;cafe_con_leche;09:20:00;pan_con_queso;mate_cocido;13:20:00;milanesa;agua;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;;;Tallarines;Pescado;Semillas de girasol;Verduras;Nunca;Entiendo en partes;Arroz;No contesta;Sí;Sí;Sí;Sí;Sí;8;5;Martes, MIércoles, Jueves, Sábado;;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;
04/12/2017 10:04:37;fiordelli_emilse;22/11/2017;EcE_21;ESRN 107;EDU;Mañana;4;1;Femenino;17;No;No;07:20:00;galletitas_con_dulce-de_frutilla;cafe;09:50:00;pan_con_queso;agua;12:40:00;lentejas;gaseosa;21:30:00;tarta_de_jamon_y_queso;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Semillas de girasol;;Pescado;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;7;5;Martes, Jueves;;Lunes, MIércoles, Viernes;Martes, Viernes;;
04/12/2017 18:05:32;Letourneau Mariana;22/11/2017;MoM13;ESRN 107;ECYAD;Tarde;3;1;Femenino;15;No;No;12:00:00;facturas;mate;12:00:00;guiso_con_arroz;jugo;17:00:00;doritos;gaseosa;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Compraste?;;Semillas de girasol;Tallarines;Pescado;Verduras;A veces;Entiendo en partes;Arroz;No contesta;No;No;No;No;No;5;2;;;;;;
04/12/2017 18:13:29;Letourneau Mariana;22/11/2017;MoM14;ESRN 107;ECYAD;Tarde;3;1;Femenino;16;No;No;10:00:00;pan_tostado;mate;12:30:00;sandwich_de_carne;agua;14:30:00;Hamburguesa;jugo_gaseosa_agua;16:50:00;pan_con_queso;mate;19:00:00;pan_con_dulce_de_leche;mate_cocido;23:00:00;guiso;jugo;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;No;No;6;5;;MIércoles, Viernes;;Sábado;;
04/12/2017 18:20:26;Letourneau Mariana;22/11/2017;MoM15;ESRN 107;ECYAD;Tarde;3;1;Masculino;16;No;No;09:00:00;Cereales;leche_descremada;12:00:00;bifes_con_arroz_zanahoria_arvejas;agua;19:00:00;cereales;yogurt_agua;22:00:00;empanadas_de_carne;agua;00:00:00;;dr_lemon_licor_vodka_fernet_frezee_cerveza;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;10;5;;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;
04/12/2017 18:26:56;Letourneau Mariana;22/11/2017;MoM16;ESRN 107;ECYAD;Tarde;3;1;Masculino;16;No;No;09:40:00;1_factura;jugo;12:40:00;sopa;jugo;21:50:00;4_porciones_ de_pizza;;00:00:00;;licor_fernet_frezee_vodka_drlemon_cerveza;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Semillas de girasol;;Verduras;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;2;10;Lunes, Viernes;;;;;repite la biomolecula proteina
04/12/2017 18:31:44;Letourneau Mariana;22/11/2017;MoM17;ESRN 107;ECYAD;Tarde;3;1;Masculino;15;No;No;08:30:00;;Gaseosa;11:20:00;golosina;gaseosa;09:30:00;pan_con_queso;batido;11:40:00;;bebidas_alcoholicas;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?;¿Comiste en otro lugar?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;5;6;;;;;Lunes, Martes, MIércoles, Jueves, Viernes;
04/12/2017 18:38:14;Letourneau Mariana;22/11/2017;MoM18;ESRN 107;ECYAD;Tarde;3;1;Masculino;15;No;No;07:30:00;Galletitas;Cafe;01:10:00;carne_con_ensalada;jugo;16:30:00;pan_con_dulce;te;18:40:00;Pan_con_dulce;cafe;22:30:00;fideos_con_crema;jugo;02:30:00;galletitas;te;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;8;4;Lunes, Viernes;;;;Lunes;
04/12/2017 18:44:47;Letourneau Mariana;22/11/2017;MoM19;ESRN 107;ECYAD;Tarde;3;1;Masculino;15;No;No;10:00:00;Galletitas_oreo_magdalenas;cafe;12:00:00;milanesas_al_horno;jugo;20:00:00;Galletitas_de_salvado;;22:30:00;guiso_arroz_arvejas_carne;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;Nunca;Entiendo todo;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;9;5;Lunes, Martes, MIércoles, Jueves, Sábado;;Lunes, MIércoles, Viernes;Sábado, Domingo;Martes, Jueves;
04/12/2017 18:51:58;Letourneau Mariana;22/11/2017;MoM20;ESRN 107;ECYAD;Tarde;3;1;Masculino;15;No;No;12:30:00;Fideos_con_carne_y_tuco;gaseosa;03:15:00;hamburguesa_con_lechuga_y_tomate;gaseosa;18:50:00;1_tasa_de_cereal;yogurt;23:00:00;sopa;gaseosa;00:00:00;fideos;;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;;;Tallarines;Verduras;A veces;Entiendo en partes;Papas fritas;Vegano;Sí;Sí;Sí;No;Sí;9;5;Lunes, MIércoles, Viernes, Sábado, Domingo;;Lunes, Martes, MIércoles, Jueves, Viernes;Lunes, MIércoles, Viernes, Sábado;Lunes, MIércoles, Sábado;repite biomoleculas y pone vegano pero come carne
04/12/2017 19:00:43;Letourneau Mariana;22/11/2017;MoM21;ESRN 107;ECYAD;Tarde;3;1;Femenino;15;No;No;07:40:00;Pan_dulce;te_con_leche;12:00:00;tarta_de_choclo;jugo;16:50:00;pan_con_queso;te;19:00:00;galletitas;te_con_leche;21:30:00;1_manzana;;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinaste vos?;Tallarines;Semillas de girasol;Pescado;Verduras;A veces;Entiendo todo;Papas fritas;No contesta;Sí;Sí;No;No;No contesta;7;5;Martes, Jueves;;;Sábado;;
05/12/2017 15:59:31;Alexis;22/11/2017;HpY05;ESRN 16;CB;Mañana;2;1;Masculino;14;No;No;13:35:00;milanesas_de_pollo;jugo;16:15:00;;cafe;22:45:00;polenta_con_queso;jugo;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Comiste en la escuela?, ¿Cocinaste vos?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Pescado;Tallarines;;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;No;No;7;4;;;Martes, Jueves;;;no completa inciso 3
05/12/2017 16:07:36;Alexis;22/11/2017;HpY06;ESRN 16;CB;Mañana;2;1;Masculino;14;No;No;10:00:00;;te_con_leche;13:15:00;pescado;agua;19:00:00;;mate_cocido;22:00:00;arroz_con_queso;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Pescado;;;A veces;No entiendo nada;Arroz;No contesta;Sí;Sí;Sí;No;No;9;5;Martes, MIércoles, Jueves, Sábado;;Martes, Jueves;;;no completa inciso 3
05/12/2017 16:12:27;Alexis;22/11/2017;HpY07;ESRN 16;CB;Mañana;2;1;Masculino;15;No;No;13:00:00;licuado_de_banana;agua;14:00:00;arroz_con_huevo;agua;15:00:00;semillas_de_girasol;agua;22:00:00;omelette y tomate;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Verduras;Pescado;Tallarines;Semillas de girasol;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;8;8;;;;Lunes, MIércoles;Sábado;
05/12/2017 16:16:33;Alexis;22/11/2017;HpY08;ESRN 16;CB;Mañana;2;1;Femenino;14;No;No;13:00:00;bife y pure;agua;18:00:00;budin;yogur;22:00:00;bife y fideos;agua;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;No entiendo nada;Arroz;No contesta;Sí;Sí;No;No;No;0;10;;;;;;
05/12/2017 16:19:51;Alexis;22/11/2017;HpY09;ESRN 16;CB;Mañana;2;1;Femenino;17;No;No;14:00:00;tallarines_con_tuco;agua;19:50:00;banana;;20:10:00;;gaseosa;;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;;;Semillas de girasol;Verduras;Tallarines;Pescado;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;No;No;No;No;4;7;;;;;Martes, Jueves;
05/12/2017 16:23:26;Alexis;22/11/2017;HpY10;ESRN 16;CB;Mañana;2;1;Femenino;16;No;No;13:09:00;papas fritas;gaseosa;22:50:00;milanesas_de_carne con pure;gaseosa;;;;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Tallarines;Pescado;Nunca;Entiendo todo;Leche;No contesta;Sí;Sí;No;No;No;3;7;;;;;;
05/12/2017 16:29:10;Alexis;22/11/2017;HpY11;ESRN 16;CB;Mañana;2;1;Masculino;15;No;No;06:30:00;galletitas;chocolatada;13:30:00;pollo_frito con arroz;;18:30:00;tostadas_con_dulce_de_leche;jugo_exprimido;21:00:00;fideos_con_tuco;agua;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;No;No;3;0;;Lunes, Martes, MIércoles, Jueves, Viernes;Sábado;Domingo;;
05/12/2017 16:34:55;Alexis;22/11/2017;HpY12;ESRN 16;CB;Mañana;2;1;Masculino;14;No;No;07:30:00;pan;te;12:30:00;bife y tortilla;gaseosa;16:00:00;fruta;;22:00:00;fruta;gaseosa;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Pescado;Verduras;Tallarines;;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;No;No;Sí;7;8;;Lunes, Martes, MIércoles, Jueves, Viernes;;;Martes, Jueves;no completa inciso 3
05/12/2017 16:41:09;Alexis;22/11/2017;HpY13;ESRN 16;CB;Mañana;2;1;Masculino;15;No;No;10:30:00;tostadas_con_mermelada;cafe_con_leche;12:30:00;milanesas_de_carne con pure;gaseosa;16:00:00;papas_fritas y galletitas;;18:00:00;cereales y barra_de_cereal ;yogur;22:30:00;arroz con pescado pollo y tomate;jugo;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Tallarines;Pescado;Siempre;Entiendo todo;Leche;No contesta;Sí;Sí;Sí;No;No;0;8;;;Lunes, MIércoles, Viernes;Martes, Jueves;Sábado, Domingo;
05/12/2017 16:45:47;Alexis;22/11/2017;HpY14;ESRN 16;CB;Mañana;2;1;Masculino;16;No;No;09:00:00;;mates;13:30:00;pata_muslo_de_pollo;jugo;16:00:00;;mates;22:40:00;mani pan_con_pate y queso;gaseosa;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;4;6;;;Lunes, Jueves, Sábado;;Martes, MIércoles, Domingo;no completa inciso 3
05/12/2017 16:49:32;Alexis;22/11/2017;HpY15;ESRN 16;CB;Mañana;2;1;Femenino;14;No;No;10:30:00;cerezas;yogur;13:00:00;fideos_con_queso y pollo;agua;16:00:00;chocolate;cafe_con_leche;21:00:00;fideos_con_queso y huevo_frito;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;Verduras;Pescado;Tallarines;Semillas de girasol;A veces;Entiendo en partes;Arroz;No contesta;Sí;Sí;Sí;Sí;No;5;5;Lunes, MIércoles, Viernes, Sábado;Martes, Jueves;;Sábado;;
05/12/2017 16:53:41;Alexis;22/11/2017;HpY16;ESRN 16;CB;Mañana;2;1;Masculino;16;No;No;07:00:00;tortas_fritas;te y agua;12:30:00;pastel_de_papa;jugo;18:00:00;galletitas y pan;leche;22:00:00;frutas;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Semillas de girasol;Pescado;Tallarines;Verduras;A veces;Entiendo en partes;Leche;No contesta;Sí;No;No;No;No;10;10;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;MIércoles;;Domingo;
05/12/2017 20:54:57;Loana Aylén Vallejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Femenino;16;No;No;09:15:00;pizza;agua;12:45:00;tarta_de_zapallito_verde;gaceosa;18:30:00;torta_de_chocolate;té;22:30:00;pollo_a_la_parrilla_con_ensalada_mixta;gaceosa;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Pescado;Verduras;A veces;Entiendo todo;Arroz;Otros;Sí;Sí;Sí;Sí;No;10;9;;;Lunes, MIércoles, Viernes;;Martes, MIércoles, Jueves, Viernes;
05/12/2017 21:01:55;Loana Aylén Vallejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Masculino;18;No;No;09:20:00;pizza;gaceosa;13:08:00;milanesas_con_ensalada_de_tomate;agua;00:47:00;panchos;agua;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Verduras;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo en partes;Leche;Otros;Sí;Sí;Sí;No;Sí;7;6;Lunes, MIércoles;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;Martes, Jueves;
05/12/2017 21:07:32;Loana Aylém Valejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Masculino;17;No;No;07:20:00;tostadas;té;09:29:00;pan_con_queso;té;13:00:00;bifes_con_fideos;gaceosa;19:00:00;tostadas;café;22:30:00;tallarines;gaceosa;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Pescado;Verduras;Nunca;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;Sí;7;4;;;;Viernes, Sábado, Domingo;;No contestó el inciso 3, la columna de Tallarines y seleccionó dos biomoléculas en verduras
05/12/2017 21:12:17;Loana Aylén Vallejos;24/11/2017;Kae;ESRN 16;EDU;Mañana;4;1;Femenino;18;No;No;10:30:00;galletitas;;13:00:00;tallarines;jugo;18:00:00;galletitas;leche_chocolatada;22:30:00;milanesa_con_puré;gaceosa;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Pescado;Verduras;;Tallarines;A veces;Entiendo en partes;Papas fritas;Otros;Sí;No;No;No;No;3;9;;;;;;En el inciso 3, no contesto la columna de semillas de girasol
05/12/2017 21:25:27;Loana Aylén Vallejos;24/11/2017;Kae;ESRN 16;EDU;Mañana;4;1;Masculino;16;No;No;09:20:00;;té;12:40:00;sopa;;17:30:00;naranja;leche_chocolatada;23:50:00;sopa_y_omelet;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo en partes;Arroz;Otros;Sí;Sí;Sí;Sí;Sí;10;5;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;;;;En el inciso 3, no contestó la columna de verduras y  colocó dos biomoléculas en la columna de semillas de girasol
05/12/2017 21:30:51;Loana Aylén Vallejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Masculino;17;No;No;06:20:00;pan_con_queso;té;09:00:00;pizza;gaceosa;12:30:00;hamburguesa_con_fideos;agua;15:00:00;naranja;agua;19:00:00;pan_con_queso;leche;22:00:00;milanesas_con_arroz;agua;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Comiste en la escuela?;¿Comistes con otros?;¿Comiste solo?;¿Comistes con otros?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;No;Sí;7;5;Lunes, Martes, Jueves;;;;;No contestó parte del inciso 2 
05/12/2017 21:36:15;Loana Aylén Vallejos;24/11/2017;Kae;ESRN 16;EDU;Mañana;4;1;Femenino;16;No;Sí;09:00:00;pizza;gaceosa;12:40:00;fideos_de_arroz_con_tuco;agua;18:00:00;galletitas_de_arroz;té;22:30:00;pizza;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Pescado;;Tallarines;Siempre;Entiendo en partes;Leche;Otros;Sí;Sí;Sí;Sí;No;5;4;Martes, Jueves;;;;;Incompleto el inciso 3, columna de verduras y semillas de girasol
05/12/2017 21:42:53;Loana Aylén Vallejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Femenino;17;No;No;08:00:00;galletitas;mate;13:00:00;guiso_de_arroz;agua;14:00:00;naranja;;19:00:00;yogurt_con_cereal;;22:00:00;sopa_de_fideos;gaceosa;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Tallarines;Pescado;A veces;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;Sí;10;5;Viernes, Sábado, Domingo;;;;;
05/12/2017 21:49:00;Loana Aylén Vallejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Masculino;17;No;No;15:15:00;churrascos_con_ensalada_de_lechuga_zanahoria_y_arroz_yamaní;agua;18:00:00;rosquitas;leche_chocolatada;19:00:00;;cerveza;23:30:00;fideos_con_ketchup;agua;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Arroz;Otros;Sí;Sí;Sí;Sí;Sí;7;4;;;Martes, Jueves, Viernes;Lunes, Martes, MIércoles, Jueves, Viernes;;
05/12/2017 21:57:25;Loana Aylén Vallejos;24/11/2017;KaE;ESRN 16;EDU;Mañana;4;1;Masculino;17;No;No;08:00:00;galletitas;agua;09:00:00;pizzas;agua;11:00:00;banana_y_mandarina;jugo;12:45:00;guiso_de_fideos;agua;19:00:00;yogurt_con_cereal_y_banana;;21:00:00;fiambre;jugo;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;No;3;8;Lunes, MIércoles, Jueves, Viernes, Sábado, Domingo;;Lunes, MIércoles, Jueves, Viernes;Lunes, MIércoles, Viernes;;
